Economy,Economy Code,ISO Code,Region,Income Group,Report Year,PARENTHOOD SCORE,Is paid leave of at least 14 weeks available to mothers?,Score,Legal Basis,Length of paid maternity leave,Does the government administer 100% of maternity leave benefits?,Score,Legal Basis,Is there paid leave available to fathers?,Score,Legal Basis,Length of paid paternity leave,Is there paid parental leave?,Score,Legal Basis,Shared days,Days for the mother,Days for the father,Is dismissal of pregnant workers prohibited?,Score,Legal Basis
Finland,FIN,FIN,High income: OECD,High income,1977,40,Yes,1,Employment Contracts Act,203,No,0,Employment Contracts Act,No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1978,40,Yes,1,Employment Contracts Act,203,No,0,Employment Contracts Act,No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1979,80,Yes,1,"Health Insurance Act, Ch. 23",217,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",14,Yes,1,"Health Insurance Act, Ch. 23",28,0,0,Yes,1,"Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1980,80,Yes,1,"Health Insurance Act, Ch. 23",231,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",14,Yes,1,"Health Insurance Act, Ch. 23",28,0,0,Yes,1,"Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1981,80,Yes,1,"Health Insurance Act, Ch. 23",231,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",14,Yes,1,"Health Insurance Act, Ch. 23",28,0,0,Yes,1,"Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1982,80,Yes,1,"Health Insurance Act, Ch. 23",231,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",14,Yes,1,"Health Insurance Act, Ch. 23",28,0,0,Yes,1,"Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1983,80,Yes,1,"Health Insurance Act, Ch. 23",170,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",14,Yes,1,"Health Insurance Act, Ch. 23",117,0,0,Yes,1,"Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1984,80,Yes,1,"Health Insurance Act, Ch. 23",170,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",14,Yes,1,"Health Insurance Act, Ch. 23",117,0,0,Yes,1,"Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1985,80,Yes,1,"Health Insurance Act, Ch. 23",170,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",14,Yes,1,"Health Insurance Act, Ch. 23",117,0,0,Yes,1,"Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1986,80,Yes,1,"Health Insurance Act, Ch. 23",140,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",14,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1987,80,Yes,1,"Health Insurance Act, Ch. 23",140,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",14,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1988,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",14,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1989,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",14,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1990,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",14,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1991,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",14,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1992,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",7,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1993,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",7,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1994,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",21,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1995,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",21,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1996,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",21,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1997,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",21,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1998,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",21,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,1999,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",21,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2000,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",21,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2001,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",21,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2002,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",21,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2003,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",21,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2004,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",35,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2005,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",35,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2006,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",35,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2007,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",35,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2008,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",35,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2009,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",35,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2010,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",35,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2011,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",26,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2012,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",26,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2013,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",26,Yes,1,"Health Insurance Act, Ch. 23",184,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2014,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",76,Yes,1,"Health Insurance Act, Ch. 9, Sec. 10",221,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2015,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",76,Yes,1,"Health Insurance Act, Ch. 9, Sec. 10",221,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2016,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",76,Yes,1,"Health Insurance Act, Ch. 9, Sec. 10",221,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2017,80,Yes,1,"Health Insurance Act, Ch. 23",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",76,Yes,1,"Health Insurance Act, Ch. 9, Sec. 10",221,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2018,80,Yes,1,"Health Insurance Act, Ch. 9, Sec. 3",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",76,Yes,1,"Health Insurance Act, Ch. 9, Sec. 10",221,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2019,80,Yes,1,"Health Insurance Act, Ch. 9, Sec. 3",147,No,0,"Health Insurance Act, Ch. 18, Sec. 2",Yes,1,"Health Insurance Act, Ch. 23",76,Yes,1,"Health Insurance Act, Ch. 9, Sec. 10",221,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2020,80,Yes,1,"Health Insurance Act, Ch. 9, Sec. 3",147,No,0,"Health Insurance Act, Ch. 11, Sec. 1 and Ch. 18, Sec. 2; Collective Agreement for the Commercial Sector, Sec. 19",Yes,1,"Health Insurance Act, Ch. 23",76,Yes,1,"Health Insurance Act, Ch. 9, Sec. 10",221,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2021,80,Yes,1,"Health Insurance Act, Ch. 9, Sec. 3",147,No,0,"Health Insurance Act, Ch. 11, Sec. 1 and Ch. 18, Sec. 2; Collective Agreement for the Commercial Sector, Sec. 19",Yes,1,"Health Insurance Act, Ch. 9, Sec. 7; Collective Agreement for the Commercial Sector, Sec. 19",76,Yes,1,"Health Insurance Act, Ch. 9, Sec. 10",221,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2022,80,Yes,1,"Health Insurance Act, Ch. 9, Sec. 3",147,No,0,"Health Insurance Act, Ch. 11, Sec. 1 and Ch. 18, Sec. 2; Collective Agreement for the Commercial Sector, Sec. 19",Yes,1,"Health Insurance Act, Ch. 9, Sec. 7; Collective Agreement for the Commercial Sector, Sec. 19",76,Yes,1,"Health Insurance Act, Ch. 9, Sec. 10",221,0,0,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
Finland,FIN,FIN,High income: OECD,High income,2023,80,Yes,1,"Health Insurance Act, Ch. 9, Sec. 2; Act 28/2022 amending the Health Insurance Act",56,No,0,"Health Insurance Act, Ch. 11, Sec. 1 and Ch. 18, Sec. 2; Collective Agreement for the Commercial Sector, Sec. 19",Yes,1,see parental leave,0,Yes,1,"Health Insurance Act, Ch. 9, Secs. 6 and 7",148,136,136,Yes,1,"Employment Contracts Act, Ch. 7, Sec. 9; Act on Equality Between Men and Women, Sec. 8(2)"
France,FRA,FRA,High income: OECD,High income,1971,80,Yes,1,Code du Travail,98,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1972,80,Yes,1,Code du Travail,98,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1973,80,Yes,1,Code du Travail,98,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1974,80,Yes,1,Code du Travail,98,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1975,80,Yes,1,Code du Travail,98,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1976,80,Yes,1,Code du Travail,98,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1977,80,Yes,1,Code du Travail,98,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1978,80,Yes,1,Code du Travail,98,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1979,80,Yes,1,Code du Travail,98,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1980,80,Yes,1,Code du Travail,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1981,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1982,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1983,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1984,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1985,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1986,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1987,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1988,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1989,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1990,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1991,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1992,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1993,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1994,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1995,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1996,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1997,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
France,FRA,FRA,High income: OECD,High income,1998,80,Yes,1,Loi 78-730 du 12 juillet 1978,112,Yes,1,Loi du 5 Avril 1928 sur les Assurances Sociales,Yes,1,Loi du 18 mai 1946,3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Loi No. 66-1044 du 30 décembre 1966 relative à la garantie de l’emploi en cas de maternité
