Economy,Economy Code,ISO Code,Region,Income Group,Report Year,ASSETS SCORE,Do men and women have equal ownership rights to immovable property?,Score,Legal Basis,Do sons and daughters have equal rights to inherit assets from their parents?,Score,Legal Basis,Do male and female surviving spouses have equal rights to inherit assets?,Score,Legal Basis,Does the law grant spouses equal administrative authority over assets during marriage?,Score,Legal Basis,Does the law provide for the valuation of nonmonetary contributions?,Score,Legal Basis
France,FRA,FRA,High income: OECD,High income,2017,100,Yes,1,"Code civil, Arts. 1421, 1422, 1424 et 1425",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",Yes,1,"Code civil, Arts. 1421, 1422, 1424 et 1425",Yes,1,"Code civil, Arts. 1387 et 1400-1405"
France,FRA,FRA,High income: OECD,High income,2018,100,Yes,1,"Code civil, Arts. 1421, 1422, 1424 et 1425",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",Yes,1,"Code civil, Arts. 1421, 1422, 1424 et 1425",Yes,1,"Code civil, Arts. 1387 et 1400-1405"
France,FRA,FRA,High income: OECD,High income,2019,100,Yes,1,"Code civil, Arts. 1421, 1422, 1424 et 1425",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",Yes,1,"Code civil, Arts. 1421, 1422, 1424 et 1425",Yes,1,"Code civil, Arts. 1387 et 1400-1405"
France,FRA,FRA,High income: OECD,High income,2020,100,Yes,1,"Code civil, Arts. 1421, 1422, 1424 et 1425",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",Yes,1,"Code civil, Arts. 1421, 1422, 1424 et 1425",Yes,1,"Code civil, Arts. 1387 et 1400-1405"
France,FRA,FRA,High income: OECD,High income,2021,100,Yes,1,"Code civil, Arts. 1421, 1422, 1424 et 1425",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",Yes,1,"Code civil, Arts. 1421, 1422, 1424 et 1425",Yes,1,"Code civil, Arts. 1387 et 1400-1405"
France,FRA,FRA,High income: OECD,High income,2022,100,Yes,1,"Code civil, Arts. 1421, 1422, 1424 et 1425",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",Yes,1,"Code civil, Arts. 1421, 1422, 1424 et 1425",Yes,1,"Code civil, Arts. 1387 et 1400-1405"
France,FRA,FRA,High income: OECD,High income,2023,100,Yes,1,"Code civil, Arts. 1421, 1422, 1424 et 1425",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",Yes,1,"Code civil, Arts. 1421, 1422, 1424 et 1425",Yes,1,"Code civil, Arts. 1387 et 1400-1405"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1971,60,No,0,"Loi No. 573 sur les effets du mariage quant aux droits et devoirs des epoux; Code Civil, Art. 1421",Yes,1,Code Civil,Yes,1,Code Civil,No,0,"Code Civil, Art. 1421",Yes,1,"Civil Code, Arts. 1387, 1400-1405"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1972,60,No,0,"Loi No. 573 sur les effets du mariage quant aux droits et devoirs des epoux; Code Civil, Art. 1421",Yes,1,Code Civil,Yes,1,Code Civil,No,0,"Code Civil, Art. 1421",Yes,1,"Civil Code, Arts. 1387, 1400-1405"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1973,60,No,0,"Loi No. 573 sur les effets du mariage quant aux droits et devoirs des epoux; Code Civil, Art. 1421",Yes,1,Code Civil,Yes,1,Code Civil,No,0,"Code Civil, Art. 1421",Yes,1,"Civil Code, Arts. 1387, 1400-1405"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1974,60,No,0,"Loi N° 15/72 de 29 juillet 1972 portant Code Civil; Code Civil, Arts. 335 et 336",Yes,1,"Loi N° 15/72 de 29 juillet 1972 portant Code Civil; Code Civil, Art. 735",Yes,1,"Loi N° 15/72 de 29 juillet 1972 portant Code Civil; Code Civil, Arts. 756 et 757-2",No,0,"Loi N° 15/72 de 29 juillet 1972 portant Code Civil; Code Civil, Art. 335",Yes,1,"Loi N° 15/72 de 29 juillet 1972 portant Code Civil; Code Civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1975,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1976,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1977,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1978,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1979,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1980,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1981,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1982,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1983,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1984,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1985,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1986,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1987,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1988,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1989,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1990,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1991,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1992,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1993,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1994,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1995,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1996,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1997,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1998,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,1999,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2000,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2001,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2002,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2003,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2004,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2005,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2006,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2007,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2008,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2009,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2010,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2011,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2012,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2013,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2014,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2015,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Code Civil, Art. 735",Yes,1,"Code Civil, Arts. 756 et 757-2",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2016,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Loi No. 002/2015, Arts. 683 nouveau et 699 nouveau",Yes,1,"Loi no. 002/2015, Arts. 683 nouveau, 691 nouveau et 699 nouveau",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2017,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Loi No. 002/2015, Arts. 683 nouveau et 699 nouveau",Yes,1,"Loi no. 002/2015, Arts. 683 nouveau, 691 nouveau et 699 nouveau",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2018,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Loi No. 002/2015, Arts. 683 nouveau et 699 nouveau",Yes,1,"Loi no. 002/2015, Arts. 683 nouveau, 691 nouveau et 699 nouveau",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2019,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Loi No. 002/2015, Arts. 683 nouveau et 699 nouveau",Yes,1,"Loi no. 002/2015, Arts. 683 nouveau, 691 nouveau et 699 nouveau",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2020,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Loi No. 002/2015, Arts. 683 nouveau et 699 nouveau",Yes,1,"Loi no. 002/2015, Arts. 683 nouveau, 691 nouveau et 699 nouveau",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2021,60,No,0,"Code Civil, Arts. 335 et 336",Yes,1,"Loi No. 002/2015, Arts. 683 nouveau et 699 nouveau",Yes,1,"Loi no. 002/2015, Arts. 683 nouveau, 691 nouveau et 699 nouveau",No,0,"Code Civil, Art. 335",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2022,100,Yes,1,"Code civil, Arts. 335 nouveau et 336 nouveau",Yes,1,"Loi No. 002/2015, Arts. 683 nouveau et 699 nouveau",Yes,1,"Loi no. 002/2015, Arts. 683 nouveau, 691 nouveau et 699 nouveau",Yes,1,"Code civil, Art. 335 nouveau",Yes,1,"Code civil, Art. 305"
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2023,100,Yes,1,"Code civil, Arts. 335 nouveau et 336 nouveau",Yes,1,"Loi No. 002/2015, Arts. 683 nouveau et 699 nouveau",Yes,1,"Loi no. 002/2015, Arts. 683 nouveau, 691 nouveau et 699 nouveau",Yes,1,"Code civil, Art. 335 nouveau",Yes,1,"Code civil, Art. 305"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1971,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1972,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1973,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1974,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1975,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1976,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1977,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1978,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1979,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1980,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1981,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1982,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1983,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1984,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1985,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1986,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1987,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Married Women's Property Act, Art. 2"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1988,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1989,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1990,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1991,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1992,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1993,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1994,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1995,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,Constitution of The Gambia,No,0,Constitution of The Gambia,Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1996,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1997,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1998,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,1999,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2000,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2001,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2002,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
